airline_name,overall_rating,verified,aircraft,type_of_traveller,seat_type,seat_comfort,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,wifi_connectivity,value_for_money,recommended,time_before_review,delay_cancellation,review_date,country
Bangkok Airways,1.0,False,Unknown,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,False,2023-05-01,Thailand
Bangkok Airways,1.0,True,A319,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,False,2023-09-01,Thailand
Bangkok Airways,1.0,True,Unknown,Couple Leisure,Economy Class,2.0,2.0,2.0,1.0,2.15,1.81,1.0,no,1 month,True,2024-04-01,Thailand
Bangkok Airways,1.0,False,Unknown,Couple Leisure,Economy Class,4.0,5.0,5.0,5.0,2.0,1.81,5.0,yes,1 month,True,2024-04-01,Thailand
China Southern Airlines,9.0,True,A321,Family Leisure,Economy Class,5.0,5.0,4.0,5.0,4.0,1.81,5.0,yes,1 month,False,2023-12-01,China
Germanwings,1.0,False,Unknown,Couple Leisure,Economy Class,2.0,2.0,1.0,1.0,2.15,1.81,1.0,no,1 month,True,2015-09-01,Turkey
Tigerair,2.0,False,Unknown,Family Leisure,Economy Class,1.0,1.0,2.0,1.0,2.15,1.81,2.0,no,1 month,True,2015-12-01,India
Dragonair,5.0,False,Unknown,Family Leisure,Economy Class,4.0,2.0,1.0,2.0,3.0,3.0,4.0,yes,+3 months,True,2021-11-01,India
Tigerair,6.0,False,Unknown,Solo Leisure,Economy Class,3.0,3.0,2.56,3.0,2.15,1.81,4.0,yes,1 month,False,2015-07-01,Vietnam
Tigerair,1.0,False,Unknown,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,False,2017-04-01,Vietnam
Korean Air,1.0,True,A330-300,Business,Business Class,1.0,1.0,1.0,1.0,2.15,1.81,1.0,no,1 month,False,2020-01-01,Vietnam
Korean Air,2.0,False,Unknown,Family Leisure,Economy Class,1.0,2.0,1.0,2.0,1.0,1.0,1.0,no,1 month,False,2023-06-01,Vietnam
China Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,False,2019-12-01,Vietnam
China Airlines,2.0,True,Unknown,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,1.81,2.0,no,1 month,False,2023-05-01,Vietnam
Hong Kong Airlines,2.0,True,A330,Couple Leisure,Business Class,4.0,1.0,3.0,3.0,2.0,1.81,3.0,no,1 month,False,2019-01-01,Japan
SilkAir,4.0,True,Boeing 737-800,Solo Leisure,Business Class,1.0,5.0,3.0,4.0,1.0,4.0,3.0,no,1 month,False,2019-11-01,China
China Southern Airlines,9.0,False,Boeing 787,Solo Leisure,Economy Class,5.0,4.0,4.0,5.0,4.0,3.0,5.0,yes,1 month,False,2022-07-01,China
Hong Kong Airlines,8.0,False,A320,Couple Leisure,Economy Class,3.0,5.0,3.0,5.0,3.0,1.81,5.0,yes,1 month,False,2015-09-01,China
Korean Air,1.0,True,Unknown,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,2.0,1.0,3.0,no,1 month,False,2018-10-01,United States
Korean Air,1.0,True,Others,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2018-11-01,United States
Korean Air,2.0,True,Unknown,Couple Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,1.0,2.0,no,1 month,False,2019-02-01,United States
Korean Air,3.0,True,A380,Solo Leisure,Economy Class,4.0,2.0,2.0,1.0,3.0,1.81,4.0,no,1 month,False,2019-09-01,United States
Korean Air,9.0,True,Boeing 777-300ER,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,3.0,1.81,4.0,yes,1 month,False,2023-01-01,United States
Korean Air,9.0,False,Others,Couple Leisure,Economy Class,3.0,5.0,3.0,3.0,3.0,1.81,4.0,yes,1 month,False,2024-01-01,United States
Korean Air,9.0,True,A380,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2024-02-01,United States
Hong Kong Airlines,1.0,True,Unknown,Family Leisure,Economy Class,3.0,2.0,2.0,1.0,3.0,1.81,1.0,no,1 month,True,2019-01-01,United States
Hong Kong Airlines,8.0,True,A350,Solo Leisure,Business Class,5.0,5.0,4.0,5.0,5.0,3.0,5.0,yes,1 month,False,2019-04-01,United States
Hong Kong Airlines,3.0,False,Others,Business,Business Class,3.0,2.0,2.0,3.0,2.15,1.0,2.0,no,1 month,False,2019-09-01,United States
China Airlines,1.0,False,Unknown,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,2.0,1.0,no,1 month,False,2019-05-01,United States
China Airlines,3.0,False,Unknown,Family Leisure,Premium Economy,3.0,2.0,3.0,3.0,4.0,4.0,2.0,no,1 month,False,2019-09-01,United States
China Airlines,7.0,True,Others,Family Leisure,Economy Class,5.0,2.0,5.0,4.0,5.0,5.0,4.0,yes,1 month,False,2019-12-01,United States
China Airlines,2.0,False,Boeing 777,Solo Leisure,Economy Class,3.0,2.0,2.0,1.0,3.0,2.0,2.0,no,1 month,False,2023-03-01,United States
Royal Brunei Airlines,9.0,False,Others,Couple Leisure,Economy Class,4.0,5.0,4.0,3.0,4.0,1.81,5.0,yes,1 month,False,2015-08-01,United Kingdom
Royal Brunei Airlines,7.0,False,Boeing 787-8,Couple Leisure,Economy Class,4.0,5.0,3.0,5.0,3.0,1.81,5.0,yes,1 month,False,2015-09-01,United Kingdom
Royal Brunei Airlines,9.0,False,Others,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,4.0,1.81,5.0,yes,+3 months,False,2015-12-01,United Kingdom
Royal Brunei Airlines,1.0,True,Unknown,Couple Leisure,Economy Class,4.0,5.0,5.0,5.0,4.0,1.0,5.0,yes,1 month,False,2018-02-01,United Kingdom
Royal Brunei Airlines,5.0,True,Unknown,Solo Leisure,Economy Class,4.0,5.0,3.0,1.0,4.0,1.81,5.0,no,1 month,False,2018-04-01,United Kingdom
Royal Brunei Airlines,9.0,True,Unknown,Solo Leisure,Economy Class,4.0,5.0,3.0,5.0,3.0,1.81,4.0,yes,1 month,False,2018-11-01,United Kingdom
Royal Brunei Airlines,1.0,False,Unknown,Solo Leisure,Economy Class,5.0,5.0,3.0,5.0,5.0,5.0,5.0,yes,1 month,False,2018-12-01,United Kingdom
Royal Brunei Airlines,1.0,True,Boeing 787,Couple Leisure,Economy Class,5.0,5.0,4.0,4.0,5.0,1.81,5.0,yes,1 month,False,2018-12-01,United Kingdom
Royal Brunei Airlines,5.0,True,Unknown,Family Leisure,Economy Class,3.0,2.0,2.0,2.0,3.0,1.81,3.0,no,1 month,False,2019-04-01,United Kingdom
Royal Brunei Airlines,1.0,False,Boeing 787,Family Leisure,Economy Class,4.0,5.0,5.0,1.0,5.0,5.0,1.0,no,1 month,False,2019-10-01,United Kingdom
Royal Brunei Airlines,2.0,True,Unknown,Couple Leisure,Economy Class,1.0,4.0,1.0,2.0,1.0,1.81,1.0,no,2-3 months,True,2020-02-01,United Kingdom
Royal Brunei Airlines,2.0,True,Others,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.81,1.0,no,1 month,False,2023-01-01,United Kingdom
Royal Brunei Airlines,9.0,False,Unknown,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,1.81,5.0,yes,1 month,False,2023-08-01,United Kingdom
Royal Brunei Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2023-09-01,United Kingdom
Korean Air,1.0,False,Unknown,Solo Leisure,Economy Class,3.0,5.0,4.0,5.0,3.0,1.81,5.0,yes,1 month,False,2019-11-01,United Kingdom
Korean Air,9.0,False,Unknown,Solo Leisure,Economy Class,5.0,4.0,5.0,4.0,4.0,1.81,4.0,yes,1 month,False,2023-01-01,United Kingdom
Germanwings,2.0,False,Unknown,Business,Economy Class,1.0,2.0,2.0,2.0,2.15,1.81,1.0,no,1 month,True,2015-11-01,United Kingdom
China Southern Airlines,1.0,True,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,+3 months,True,2023-09-01,United Kingdom
China Southern Airlines,9.0,True,Boeing 787,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,1 month,False,2023-09-01,United Kingdom
China Southern Airlines,1.0,True,Unknown,Couple Leisure,First Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2023-11-01,United Kingdom
China Southern Airlines,1.0,True,Boeing 787,Solo Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2024-02-01,United Kingdom
China Southern Airlines,1.0,True,Unknown,Couple Leisure,Economy Class,2.0,4.0,1.0,1.0,1.0,1.81,2.0,no,1 month,True,2024-03-01,United Kingdom
China Southern Airlines,2.0,True,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,2.0,no,1 month,False,2024-03-01,United Kingdom
China Airlines,1.0,True,Unknown,Family Leisure,Economy Class,3.0,1.0,1.0,2.0,1.0,3.0,3.0,no,1 month,False,2020-03-01,United Kingdom
Bulgaria Air,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,+3 months,False,2021-03-01,United Kingdom
Korean Air,9.0,True,A380,Couple Leisure,Business Class,5.0,5.0,4.0,4.0,3.0,1.81,5.0,yes,1 month,False,2019-08-01,France
China Southern Airlines,1.0,False,Unknown,Couple Leisure,Economy Class,4.0,5.0,2.0,1.0,5.0,1.0,3.0,no,1 month,False,2023-07-01,France
China Southern Airlines,3.0,True,Boeing 787,Couple Leisure,Economy Class,3.0,2.0,1.0,1.0,3.0,1.81,1.0,no,1 month,False,2024-01-01,France
Bulgaria Air,1.0,False,Others,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,3.0,1.81,4.0,yes,+3 months,False,2015-06-01,France
China Airlines,9.0,True,A330-300,Couple Leisure,Business Class,4.0,5.0,4.0,4.0,5.0,4.0,5.0,yes,1 month,False,2019-01-01,Japan
SilkAir,7.0,False,Boeing 737-800,Solo Leisure,Economy Class,4.0,4.0,3.0,4.0,2.15,1.81,4.0,yes,1 month,False,2017-04-01,Malaysia
SilkAir,1.0,False,Boeing 737-800,Couple Leisure,Economy Class,5.0,5.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,False,2018-06-01,Malaysia
SilkAir,1.0,True,Boeing 737-800,Business,Economy Class,2.0,2.0,1.0,1.0,1.0,1.81,1.0,no,1 month,True,2019-08-01,Malaysia
SilkAir,5.0,True,Unknown,Family Leisure,Economy Class,3.0,3.0,2.56,4.0,2.15,1.81,2.0,no,1 month,True,2019-10-01,Malaysia
SilkAir,3.0,True,Boeing 737,Business,Economy Class,2.0,4.0,2.56,5.0,2.15,1.81,3.0,no,1 month,True,2019-12-01,Malaysia
Korean Air,8.0,True,Others,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,4.0,1.81,4.0,yes,+3 months,True,2020-02-01,Malaysia
Korean Air,7.0,True,Others,Family Leisure,Economy Class,4.0,5.0,3.0,5.0,3.0,1.81,4.0,yes,1 month,False,2020-03-01,Malaysia
China Southern Airlines,8.0,False,Unknown,Solo Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,1.81,4.0,yes,1 month,False,2024-03-01,Malaysia
China Southern Airlines,8.0,True,A350,Solo Leisure,Economy Class,5.0,4.0,3.0,3.0,4.0,1.81,5.0,yes,1 month,False,2024-03-01,Malaysia
Korean Air,2.0,True,Boeing 777,Business,Business Class,1.0,1.0,1.0,2.0,1.0,1.81,1.0,no,1 month,False,2019-05-01,United States
Tigerair,1.0,False,Unknown,Couple Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2017-08-01,Vietnam
Dragonair,2.0,False,A321,Business,Economy Class,1.0,1.0,1.0,2.0,5.0,1.81,1.0,no,+3 months,False,2015-07-01,Vietnam
China Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,3.0,2.0,2.56,1.0,2.15,1.81,2.0,no,1 month,False,2023-04-01,Vietnam
China Airlines,1.0,True,Unknown,Family Leisure,Economy Class,3.0,1.0,2.0,4.0,2.0,2.0,1.0,no,1 month,False,2024-03-01,Vietnam
Bangkok Airways,1.0,True,Unknown,Business,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,1 month,False,2018-09-01,Vietnam
Tigerair,6.0,False,Unknown,Family Leisure,Economy Class,3.0,4.0,2.0,3.0,2.15,1.81,4.0,yes,1 month,False,2015-10-01,Hong Kong
Korean Air,5.0,True,Unknown,Solo Leisure,Business Class,4.0,3.0,4.0,2.0,3.0,1.81,3.0,no,1 month,False,2019-09-01,Hong Kong
Hong Kong Airlines,4.0,False,A330,Solo Leisure,Economy Class,4.0,3.0,1.0,2.0,4.0,1.81,3.0,no,1 month,True,2015-08-01,Hong Kong
Hong Kong Airlines,8.0,False,A330-200,Solo Leisure,Business Class,4.0,4.0,4.0,4.0,3.0,1.81,4.0,yes,2-3 months,True,2015-09-01,Hong Kong
Hong Kong Airlines,8.0,False,A330,Solo Leisure,Economy Class,4.0,5.0,4.0,3.0,2.15,1.81,5.0,yes,1 month,True,2015-11-01,Hong Kong
Hong Kong Airlines,5.0,False,A330-300,Couple Leisure,Business Class,3.0,5.0,4.0,2.0,3.0,1.81,5.0,no,1 month,False,2017-04-01,Hong Kong
Hong Kong Airlines,3.0,False,A320,Couple Leisure,Economy Class,3.0,3.0,2.56,1.0,2.15,1.81,3.0,no,1 month,False,2017-06-01,Hong Kong
Hong Kong Airlines,2.0,False,Unknown,Family Leisure,Economy Class,3.0,3.0,3.0,2.0,3.0,3.0,3.0,no,1 month,True,2017-08-01,Hong Kong
Hong Kong Airlines,1.0,False,Unknown,Couple Leisure,Economy Class,5.0,5.0,4.0,5.0,2.0,1.81,4.0,yes,1 month,False,2017-10-01,Hong Kong
Hong Kong Airlines,1.0,True,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2018-04-01,Hong Kong
Hong Kong Airlines,7.0,True,Unknown,Solo Leisure,Economy Class,4.0,3.0,1.0,5.0,2.15,1.81,4.0,yes,2-3 months,False,2018-05-01,Hong Kong
Hong Kong Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2018-05-01,Hong Kong
Hong Kong Airlines,7.0,True,A330,Couple Leisure,Economy Class,4.0,4.0,5.0,4.0,3.0,1.81,5.0,yes,+3 months,False,2018-05-01,Hong Kong
Hong Kong Airlines,1.0,True,Unknown,Couple Leisure,Economy Class,3.0,3.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2018-06-01,Hong Kong
Hong Kong Airlines,2.0,True,A320,Couple Leisure,Economy Class,3.0,2.0,2.0,5.0,2.15,1.81,2.0,no,2-3 months,False,2018-06-01,Hong Kong
Hong Kong Airlines,8.0,True,Others,Solo Leisure,Business Class,4.0,5.0,4.0,4.0,4.0,1.81,4.0,yes,1 month,False,2018-08-01,Hong Kong
Hong Kong Airlines,1.0,True,A330,Family Leisure,Economy Class,3.0,4.0,2.0,1.0,2.15,1.81,1.0,no,1 month,False,2018-11-01,Hong Kong
Hong Kong Airlines,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2018-11-01,Hong Kong
Hong Kong Airlines,5.0,True,A330,Family Leisure,Economy Class,2.0,4.0,2.0,2.0,3.0,1.81,3.0,no,1 month,False,2019-01-01,Hong Kong
Hong Kong Airlines,8.0,True,A330,Solo Leisure,Business Class,3.0,4.0,3.0,4.0,3.0,1.81,4.0,yes,1 month,False,2019-01-01,Hong Kong
Hong Kong Airlines,9.0,True,A330-300,Solo Leisure,Business Class,4.0,4.0,3.0,4.0,3.0,1.81,4.0,yes,1 month,False,2019-04-01,Hong Kong
Hong Kong Airlines,3.0,True,Unknown,Solo Leisure,Economy Class,2.0,4.0,4.0,1.0,4.0,1.81,2.0,yes,1 month,True,2019-08-01,Hong Kong
Hong Kong Airlines,1.0,True,Unknown,Family Leisure,Economy Class,3.0,5.0,3.0,4.0,5.0,1.81,5.0,yes,1 month,False,2019-08-01,Hong Kong
Hong Kong Airlines,8.0,True,A330,Solo Leisure,Economy Class,2.0,3.0,2.0,4.0,3.0,1.81,3.0,no,1 month,False,2019-10-01,Hong Kong
Hong Kong Airlines,7.0,True,A330,Solo Leisure,Economy Class,4.0,5.0,1.0,2.0,1.0,1.81,3.0,yes,1 month,False,2019-12-01,Hong Kong
Hong Kong Airlines,8.0,True,Others,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,4.0,5.0,yes,1 month,False,2023-03-01,Hong Kong
Hong Kong Airlines,7.0,True,A320,Solo Leisure,Economy Class,3.0,3.0,3.0,4.0,3.0,3.0,4.0,yes,1 month,False,2023-04-01,Hong Kong
Hong Kong Airlines,7.0,False,A330-300,Family Leisure,Economy Class,4.0,5.0,3.0,4.0,1.0,4.0,3.0,yes,1 month,False,2023-04-01,Hong Kong
Hong Kong Airlines,4.0,True,Unknown,Business,Economy Class,3.0,4.0,2.56,1.0,2.15,1.81,3.0,no,1 month,False,2023-06-01,Hong Kong
Hong Kong Airlines,3.0,True,Unknown,Solo Leisure,Economy Class,2.0,5.0,3.0,1.0,2.0,1.81,1.0,no,1 month,False,2023-10-01,Hong Kong
Dragonair,3.0,False,A330,Solo Leisure,Economy Class,3.0,2.0,2.0,1.0,2.0,1.81,1.0,no,1 month,True,2015-08-01,Hong Kong
Dragonair,9.0,False,A330,Business,Economy Class,4.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,True,2015-08-01,Hong Kong
Dragonair,7.0,False,A330-300,Solo Leisure,Economy Class,4.0,2.0,1.0,5.0,4.0,1.81,4.0,yes,+3 months,False,2015-08-01,Hong Kong
Dragonair,9.0,False,A321,Business,Economy Class,5.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2015-10-01,Hong Kong
Dragonair,7.0,False,A320-200,Family Leisure,Economy Class,3.0,5.0,3.0,4.0,2.0,2.0,5.0,yes,1 month,False,2015-11-01,Hong Kong
Dragonair,8.0,False,A330,Business,Business Class,4.0,4.0,4.0,4.0,4.0,1.81,4.0,yes,1 month,False,2017-02-01,Hong Kong
China Airlines,3.0,True,Others,Couple Leisure,Business Class,3.0,4.0,4.0,1.0,2.0,1.81,4.0,no,1 month,False,2019-01-01,Hong Kong
China Airlines,1.0,True,A340,Family Leisure,Economy Class,3.0,3.0,2.0,1.0,2.15,1.81,1.0,no,1 month,False,2019-04-01,Hong Kong
China Airlines,9.0,True,E190,Family Leisure,Economy Class,5.0,5.0,5.0,4.0,2.15,1.81,4.0,yes,1 month,False,2020-02-01,Hong Kong
China Airlines,1.0,True,Unknown,Business,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.81,1.0,no,2-3 months,True,2020-04-01,Hong Kong
SilkAir,2.0,True,Unknown,Business,Economy Class,1.0,1.0,3.0,1.0,2.15,1.81,1.0,no,1 month,False,2019-03-01,Indonesia
Royal Brunei Airlines,8.0,True,A320,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,5.0,4.0,4.0,yes,1 month,False,2019-06-01,Indonesia
Tigerair,9.0,False,Unknown,Solo Leisure,Economy Class,4.0,5.0,2.56,4.0,2.15,1.81,4.0,yes,2-3 months,False,2015-09-01,Singapore
Tigerair,8.0,False,Unknown,Solo Leisure,Economy Class,4.0,4.0,3.0,4.0,2.15,1.81,5.0,yes,1 month,False,2015-09-01,Singapore
Tigerair,1.0,False,Unknown,Family Leisure,Economy Class,2.6,2.87,2.56,5.0,2.15,1.81,5.0,yes,1 month,False,2015-10-01,Singapore
Tigerair,9.0,False,Unknown,Family Leisure,Economy Class,4.0,4.0,2.56,5.0,2.15,1.81,5.0,yes,+3 months,True,2015-10-01,Singapore
Tigerair,1.0,False,A320,Solo Leisure,Economy Class,2.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2016-06-01,Singapore
Tigerair,1.0,False,Unknown,Business,Economy Class,3.0,3.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2017-01-01,Singapore
Tigerair,9.0,False,Unknown,Family Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,4.0,yes,1 month,False,2017-02-01,Singapore
Tigerair,8.0,False,Unknown,Family Leisure,Economy Class,3.0,5.0,3.0,3.0,2.15,1.81,4.0,yes,1 month,False,2017-03-01,Singapore
Tigerair,1.0,False,Unknown,Solo Leisure,Economy Class,2.0,1.0,2.56,1.0,1.0,1.81,1.0,no,1 month,False,2017-04-01,Singapore
Tigerair,8.0,False,A320,Business,Economy Class,3.0,5.0,2.56,3.0,2.15,1.81,5.0,yes,1 month,False,2017-05-01,Singapore
SilkAir,8.0,False,A320,Solo Leisure,Business Class,4.0,5.0,4.0,4.0,3.0,1.81,4.0,yes,1 month,False,2015-09-01,Singapore
SilkAir,3.0,False,Boeing 737-800,Family Leisure,Economy Class,1.0,2.0,2.0,2.0,1.0,1.81,2.0,no,1 month,False,2015-10-01,Singapore
SilkAir,6.0,False,A320-200,Family Leisure,Economy Class,3.0,3.0,4.0,3.0,2.0,1.81,3.0,yes,1 month,False,2015-12-01,Singapore
SilkAir,9.0,False,A320,Couple Leisure,Economy Class,4.0,4.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,False,2017-01-01,Singapore
SilkAir,9.0,False,Unknown,Family Leisure,Economy Class,5.0,5.0,4.0,5.0,3.0,3.0,5.0,yes,1 month,True,2017-04-01,Singapore
SilkAir,9.0,False,Unknown,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,4.0,1.81,5.0,yes,1 month,True,2017-05-01,Singapore
SilkAir,8.0,False,Others,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,2.15,1.81,4.0,yes,1 month,True,2017-06-01,Singapore
SilkAir,8.0,False,Unknown,Solo Leisure,Economy Class,3.0,5.0,4.0,4.0,2.0,1.81,3.0,yes,2-3 months,False,2017-06-01,Singapore
SilkAir,8.0,False,Boeing 737,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,3.0,2.0,4.0,yes,1 month,False,2017-08-01,Singapore
SilkAir,8.0,False,Boeing 737-800,Family Leisure,Economy Class,5.0,4.0,3.0,4.0,4.0,1.81,5.0,yes,1 month,False,2017-09-01,Singapore
SilkAir,8.0,True,A319,Family Leisure,Economy Class,4.0,4.0,4.0,5.0,3.0,1.81,4.0,yes,1 month,False,2017-12-01,Singapore
SilkAir,1.0,True,Unknown,Business,Economy Class,3.0,1.0,1.0,1.0,2.15,1.81,2.0,no,1 month,True,2018-03-01,Singapore
SilkAir,9.0,True,Boeing 737-800,Solo Leisure,Business Class,3.0,5.0,5.0,5.0,3.0,1.81,4.0,yes,1 month,False,2018-04-01,Singapore
SilkAir,9.0,False,A320,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,3.0,1.81,2.0,yes,1 month,False,2018-06-01,Singapore
SilkAir,4.0,True,Boeing 737,Business,Economy Class,3.0,4.0,3.0,3.0,1.0,1.0,1.0,no,1 month,False,2018-07-01,Singapore
SilkAir,4.0,True,Unknown,Couple Leisure,Economy Class,3.0,1.0,2.0,3.0,2.0,1.81,2.0,no,1 month,False,2018-07-01,Singapore
SilkAir,7.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,4.0,4.0,4.0,3.0,1.81,3.0,yes,1 month,False,2018-07-01,Singapore
SilkAir,7.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,3.0,1.81,3.0,yes,1 month,False,2018-11-01,Singapore
SilkAir,4.0,True,A320,Couple Leisure,Business Class,2.0,2.0,1.0,1.0,3.0,2.0,2.0,no,1 month,False,2018-12-01,Singapore
SilkAir,7.0,True,Unknown,Couple Leisure,Economy Class,3.0,3.0,2.0,3.0,3.0,1.81,3.0,yes,1 month,False,2019-01-01,Singapore
SilkAir,4.0,True,Unknown,Business,Economy Class,1.0,4.0,1.0,5.0,1.0,3.0,1.0,no,1 month,False,2019-01-01,Singapore
SilkAir,3.0,True,Unknown,Business,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,2-3 months,True,2019-05-01,Singapore
SilkAir,6.0,True,Boeing 737-800,Solo Leisure,Economy Class,4.0,4.0,3.0,3.0,1.0,1.81,3.0,yes,1 month,True,2019-05-01,Singapore
SilkAir,6.0,True,Boeing 737,Family Leisure,Economy Class,3.0,4.0,2.56,5.0,2.15,1.81,4.0,yes,1 month,False,2019-10-01,Singapore
SilkAir,3.0,True,Unknown,Family Leisure,Economy Class,1.0,2.0,1.0,2.0,2.15,1.0,2.0,no,1 month,False,2019-11-01,Singapore
SilkAir,6.0,True,A320,Business,Economy Class,3.0,3.0,2.0,3.0,2.15,1.81,3.0,yes,1 month,False,2019-11-01,Singapore
SilkAir,1.0,True,Boeing 737-800,Family Leisure,Economy Class,1.0,2.0,1.0,2.0,1.0,1.0,2.0,no,1 month,True,2020-01-01,Singapore
SilkAir,1.0,False,Unknown,Solo Leisure,Economy Class,1.0,2.0,1.0,3.0,1.0,1.0,1.0,no,1 month,False,2020-02-01,Singapore
SilkAir,9.0,True,A320,Couple Leisure,Economy Class,3.0,5.0,5.0,4.0,1.0,1.0,4.0,yes,1 month,False,2020-02-01,Singapore
SilkAir,2.0,True,Boeing 737,Couple Leisure,Economy Class,3.0,2.0,1.0,2.0,1.0,1.81,2.0,no,1 month,True,2020-02-01,Singapore
SilkAir,1.0,True,A319,Couple Leisure,Economy Class,4.0,5.0,3.0,1.0,4.0,1.81,5.0,yes,1 month,False,2020-03-01,Singapore
SilkAir,8.0,True,Boeing 737-800,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,2.15,1.81,4.0,no,2-3 months,False,2020-06-01,Singapore
SilkAir,2.0,True,Unknown,Business,Premium Economy,2.0,3.0,3.0,1.0,2.15,1.81,4.0,no,1 month,False,2020-10-01,Singapore
Korean Air,8.0,True,Boeing 777,Business,Economy Class,5.0,5.0,4.0,5.0,4.0,1.81,5.0,yes,2-3 months,False,2022-08-01,Singapore
Korean Air,7.0,True,Boeing 777-300ER,Solo Leisure,Business Class,5.0,4.0,4.0,5.0,3.0,1.81,4.0,yes,1 month,False,2023-04-01,Singapore
Korean Air,1.0,True,Unknown,Business,Economy Class,4.0,5.0,4.0,4.0,3.0,1.81,4.0,yes,1 month,False,2023-04-01,Singapore
Korean Air,9.0,True,Boeing 777,Business,Economy Class,5.0,4.0,5.0,5.0,3.0,3.0,5.0,yes,1 month,False,2024-04-01,Singapore
China Southern Airlines,9.0,True,Unknown,Family Leisure,Economy Class,4.0,5.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,False,2021-11-01,Singapore
China Airlines,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2019-08-01,Singapore
China Airlines,1.0,True,Unknown,Family Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,1 month,False,2020-03-01,Singapore
China Airlines,8.0,False,A350,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,3.0,1.81,4.0,yes,1 month,False,2023-03-01,Singapore
China Airlines,7.0,True,A350-900,Family Leisure,Premium Economy,5.0,3.0,2.0,5.0,3.0,1.81,5.0,yes,1 month,False,2023-11-01,Singapore
